,id,pos,category,stereotype,lemma,level,off_nonoff,term-or-expression,explicit-or-implicit,en-contextual-label,en-hate-label
342,EN1297,n,cds,no,shit,conservative,2.3208947,term,explicit,1.0,0
343,EN1297,n,cds,no,shit,conservative,2.3208947,term,explicit,0.0,0
344,EN1297,n,cds,no,shit,conservative,2.3208947,term,explicit,0.0,0
345,EN1297,n,an,no,shit,conservative,2.3208947,term,explicit,1.0,0
346,EN1297,n,an,no,shit,conservative,2.3208947,term,explicit,1.0,0
347,EN1297,n,an,no,shit,conservative,2.3208947,term,explicit,0.0,0
348,EN1297,n,an,no,shit,conservative,2.3208947,term,explicit,0.0,0
349,EN2206,n,cds,no,trouble,conservative,-3.6059448,term,explicit,1.0,0
350,EN7085,a,ddf,yes,blind,inclusive,-0.43307683,term,explicit,1.0,0
351,EN7085,a,ddf,yes,blind,inclusive,-0.43307683,term,explicit,1.0,0
352,EN4965,n,dmc,yes,cheater,conservative,1.5752166,term,explicit,1.0,0
353,EN1303,n,cds,no,asshole,conservative,1.8134938,term,explicit,0.0,0
354,EN1303,n,cds,no,asshole,conservative,1.8134938,term,explicit,1.0,0
355,EN1303,n,cds,no,asshole,conservative,1.8134938,expression,explicit,1.0,0
356,EN1303,n,cds,no,asshole,conservative,1.8134938,term,explicit,1.0,0
357,EN1303,n,cds,no,asshole,conservative,1.8134938,term,explicit,1.0,0
358,EN1303,n,cds,no,asshole,conservative,1.8134938,term,explicit,1.0,0
359,EN1303,n,cds,no,asshole,conservative,1.8134938,term,explicit,1.0,0
360,EN1303,n,ddp,yes,asshole,conservative,1.8134938,term,explicit,0.0,0
361,EN1303,n,ddp,yes,asshole,conservative,1.8134938,term,explicit,1.0,0
362,EN1303,n,ddp,yes,asshole,conservative,1.8134938,expression,explicit,1.0,0
363,EN1303,n,ddp,yes,asshole,conservative,1.8134938,term,explicit,1.0,0
364,EN1303,n,ddp,yes,asshole,conservative,1.8134938,term,explicit,1.0,0
365,EN1303,n,ddp,yes,asshole,conservative,1.8134938,term,explicit,1.0,0
366,EN1303,n,ddp,yes,asshole,conservative,1.8134938,term,explicit,1.0,0
367,EN7983,a,cds,no,dishonest,conservative,1.7645787,term,explicit,1.0,0
368,EN7983,a,cds,no,dishonest,conservative,1.7645787,term,explicit,1.0,0
369,EN2198,n,asm,no,cock,conservative,1.6022577,term,explicit,0.0,0
370,EN2198,n,asm,no,cock,inclusive,1.6022577,term,explicit,0.0,0
371,EN1873,n,dmc,yes,pariah,inclusive,-0.29796284,term,explicit,0.0,0
372,EN1873,n,is,yes,pariah,inclusive,-0.29796284,term,explicit,0.0,0
373,EN3676,n,dmc,yes,wickedness,conservative,0.45068899,term,explicit,1.0,0
374,EN1121,n,cds,no,crook,conservative,0.65881324,term,explicit,1.0,0
375,EN1121,n,dmc,yes,crook,inclusive,0.65881324,term,explicit,1.0,0
376,EN1121,n,re,no,crook,inclusive,0.65881324,term,explicit,1.0,0
377,EN1121,n,cds,no,crook,inclusive,0.65881324,term,explicit,1.0,0
378,EN5010,n,dmc,yes,liar,conservative,2.4938713,term,explicit,1.0,0
379,EN5010,n,dmc,yes,liar,conservative,2.4938713,term,explicit,1.0,0
380,EN5010,n,dmc,yes,liar,conservative,2.4938713,term,explicit,1.0,0
381,EN5010,n,dmc,yes,liar,conservative,2.4938713,term,explicit,1.0,0
382,EN5010,n,dmc,yes,liar,inclusive,2.4938713,term,explicit,1.0,0
383,EN5010,n,dmc,yes,liar,inclusive,2.4938713,term,explicit,1.0,0
384,EN5010,n,dmc,yes,liar,inclusive,2.4938713,term,explicit,1.0,0
385,EN5010,n,dmc,yes,liar,inclusive,2.4938713,term,explicit,1.0,0
386,EN2482,n,om,no,twink,conservative,1.0005108,term,explicit,0.0,0
387,EN1781,a,ddf,yes,vile,conservative,2.8624451,term,explicit,1.0,0
388,EN1781,a,dmc,yes,vile,conservative,2.8624451,term,explicit,1.0,0
389,EN1041,n,dmc,yes,fibber,conservative,0.58764569,term,explicit,1.0,0
390,EN1041,n,cds,no,fibber,conservative,0.58764569,term,explicit,1.0,0
391,EN6030,n,re,no,thief,inclusive,0.57462202,term,explicit,1.0,0
392,EN6030,n,re,no,thief,inclusive,0.57462202,term,explicit,1.0,0
393,EN6030,n,re,no,thief,inclusive,0.57462202,term,explicit,1.0,0
394,EN6030,n,cds,no,thief,inclusive,0.57462202,term,explicit,1.0,0
395,EN6030,n,cds,no,thief,inclusive,0.57462202,term,explicit,1.0,0
396,EN6030,n,cds,no,thief,inclusive,0.57462202,term,explicit,1.0,0
397,EN8168,n,dmc,yes,turncoat,conservative,0.49315374,expression,explicit,1.0,0
398,EN2815,n,or,no,pussy,conservative,1.9963551,term,explicit,1.0,partyism
399,EN2815,n,or,no,pussy,conservative,1.9963551,term,explicit,1.0,0
400,EN2815,n,or,no,pussy,conservative,1.9963551,term,explicit,1.0,0
401,EN2815,n,or,no,pussy,conservative,1.9963551,term,explicit,1.0,0
402,EN2815,n,or,no,pussy,conservative,1.9963551,term,explicit,1.0,0
403,EN2815,n,or,no,pussy,conservative,1.9963551,term,explicit,0.0,0
404,EN2815,n,asf,no,pussy,conservative,1.9963551,term,explicit,1.0,partyism
405,EN2815,n,asf,no,pussy,conservative,1.9963551,term,explicit,1.0,0
406,EN2815,n,asf,no,pussy,conservative,1.9963551,term,explicit,1.0,0
407,EN2815,n,asf,no,pussy,conservative,1.9963551,term,explicit,1.0,0
408,EN2815,n,asf,no,pussy,conservative,1.9963551,term,explicit,1.0,0
409,EN2815,n,asf,no,pussy,conservative,1.9963551,term,explicit,0.0,0
410,EN8181,n,dmc,yes,traitor,conservative,1.5356002,term,explicit,1.0,0
411,EN8181,n,dmc,yes,traitor,conservative,1.5356002,term,explicit,0.0,0
412,EN8181,n,dmc,yes,traitor,conservative,1.5356002,term,explicit,1.0,0
413,EN1882,n,an,no,wimp,conservative,1.4902423,expression,explicit,1.0,0
414,EN1882,n,an,no,wimp,conservative,1.4902423,term,explicit,0.0,0
415,EN1882,n,an,no,wimp,conservative,1.4902423,term,explicit,1.0,0
416,EN1882,n,an,no,wimp,conservative,1.4902423,term,explicit,1.0,0
417,EN1882,n,an,no,wimp,conservative,1.4902423,term,explicit,0.0,0
418,EN1882,n,an,no,wimp,conservative,1.4902423,term,explicit,1.0,0
419,EN1882,n,an,no,wimp,conservative,1.4902423,term,explicit,1.0,0
420,EN1882,n,cds,no,wimp,conservative,1.4902423,expression,explicit,1.0,0
421,EN1882,n,cds,no,wimp,conservative,1.4902423,term,explicit,0.0,0
422,EN1882,n,cds,no,wimp,conservative,1.4902423,term,explicit,1.0,0
423,EN1882,n,cds,no,wimp,conservative,1.4902423,term,explicit,1.0,0
424,EN1882,n,cds,no,wimp,conservative,1.4902423,term,explicit,0.0,0
425,EN1882,n,cds,no,wimp,conservative,1.4902423,term,explicit,1.0,0
426,EN1882,n,cds,no,wimp,conservative,1.4902423,term,explicit,1.0,0
427,EN6531,n,an,no,viper,inclusive,0.56502048,expression,explicit,1.0,0
428,EN6531,n,an,no,viper,inclusive,0.56502048,term,explicit,0.0,0
429,EN7525,a,dmc,yes,degenerate,conservative,-0.72228067,term,explicit,1.0,0
430,EN7525,a,dmc,yes,degenerate,conservative,-0.72228067,term,explicit,1.0,0
431,EN4966,a,dmc,yes,immoral,conservative,1.330236,expression,explicit,1.0,0
432,EN916,n,pr,no,slut,conservative,2.9309319,term,explicit,1.0,sexism
433,EN916,n,pr,no,slut,conservative,2.9309319,term,explicit,1.0,sexism
434,EN916,n,pr,no,slut,conservative,2.9309319,term,explicit,1.0,sexism
435,EN916,n,pr,no,slut,conservative,2.9309319,term,explicit,0.0,sexism
436,EN916,n,pr,no,slut,conservative,2.9309319,term,explicit,1.0,sexism
437,EN916,n,pr,no,slut,conservative,2.9309319,expression,implicit,0.0,sexism
438,EN3168,n,svp,no,aversion,inclusive,-2.1453924,term,explicit,0.0,0
439,EN1785,a,dmc,yes,despicable,conservative,2.2427071,term,explicit,1.0,0
440,EN1785,a,ddf,yes,despicable,conservative,2.2427071,term,explicit,1.0,0
441,EN645,n,cds,no,whorehouse,inclusive,0.92797655,term,explicit,0.0,sexism
442,EN7108,a,svp,no,vain,conservative,-0.12650317,term,explicit,0.0,0
443,EN7108,a,svp,no,vain,conservative,-0.12650317,term,explicit,0.0,0
444,EN3694,a,cds,no,rude,conservative,1.5698112,term,explicit,1.0,0
445,EN3694,a,cds,no,rude,conservative,1.5698112,term,explicit,1.0,0
446,EN3694,a,dmc,yes,rude,conservative,1.5698112,term,explicit,1.0,0
447,EN3694,a,dmc,yes,rude,conservative,1.5698112,term,explicit,1.0,0
448,EN7507,a,ddp,yes,dull,conservative,-0.74028685,term,explicit,1.0,0
449,EN7507,a,ddp,yes,dull,conservative,-0.74028685,term,explicit,1.0,0
450,EN1312,n,ddp,yes,motherfucker,conservative,1.4327973,expression,explicit,1.0,0
451,EN1312,n,ddp,yes,motherfucker,conservative,1.4327973,expression,explicit,1.0,0
452,EN1312,n,cds,no,motherfucker,conservative,1.4327973,expression,explicit,1.0,0
453,EN1312,n,cds,no,motherfucker,conservative,1.4327973,expression,explicit,1.0,0
454,EN6679,n,qas,no,troublemaker,conservative,0.69393986,term,explicit,1.0,0
